OFFICIAL_GENE_NAME	OFFICIAL_TF_CODING_GENE_NAME	REGULATION	REF	SPECIES	REF ACCESSION #
FABP4	CEBPA	UP	NFIRegulomeDB;	mouse, Mus musculus;	;
FABP4	JUN	UP	NFIregulomeDB;	mouse, Mus musculus;	;
FABP7	RBPJ	UP	Pubmed	mouse, Mus musculus;	;15879553
FADD	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
FADS1	PPARA	UP	Pubmed	human, Homo sapiens; Mus musculus	;11792729;
FADS1	SREBF1	UP	Pubmed	mouse, Mus musculus;	;11792729
FADS2	GLI1	UP	Pubmed	mus musculus;	;19095649
FADS2	PPARA	UP	Pubmed	hUman, Homo sapiens;	;15189125;
FAM115A	FOXO1	UP	Pubmed	human, Homo sapiens	;12351634;
FAM126A	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;10910037
FAM189A2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
FANCD2	CDKN2A	DOWN	Pubmed	;homo sapiens	18438432;
FANCD2	E2F1	UP	Pubmed	;homo sapiens	;18438432
FAS	EGR1	DOWN	Pubmed	human, Homo sapiens	;9300687;
FAS	ETS1	UP	Pubmed	human, Homo sapiens	;11970950
FAS	SP1	UP	trrd;	rAt, Rattus norvegicus; homo sapiens	S6079; S6082;
FAS	SP3	UP	trrd	mouse, Mus musculus;	S7061;
FAS	TP53	UP	pazar	hUman, Homo sapiens;	pazar_ABS;
FAS	YY1	DOWN	Pubmed	;homo sapiens	;11418634
FASLG	FOXO1	UP	Pubmed	mouse, Mus musculus;	;15632117;16006742;
FASLG	HBP1	UP	Pubmed	human, Homo sapiens	;16179914;
FASLG	MYC	UP	Pubmed	human, Homo sapiens	;14519204
FASLG	SP1	UP	trrd;	mouse, Mus musculus;	S8393;
FASN	AR	UP	Pubmed	human, Homo sapiens;	15048993;
FASN	MYC	UP	Pubmed	human, Homo sapiens	;14519204
FASN	SREBF1	UP	Pubmed	;rattus norvegicus	;12177166
FASN	SREBF2	UP	Pubmed	;rattus norvegicus	;12177166
FASN	TP53	DOWN	Pubmed	;mus musculus	;12734185
FASN	USF1	UP	Pubmed	;mus musculus	;17197698
FBLIM1	GLI1	UP	Pubmed	mus musculus;	;19095649
FBLN2	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;16132617
FBN1	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;17254969
FBN2	E2F1	UP	Pubmed	;mus musculus	;19142862
FBN2	E2F2	UP	Pubmed	;mus musculus	;19142862
FBN2	E2F3	UP	Pubmed	;mus musculus	;19142862
FBN2	E2F4	DOWN	Pubmed	;mus musculus	;19142862
FBN2	GLI1	UP	Pubmed	mus musculus;	;19095649
FBP1	NFKB1	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11023824;
FBP1	NR1H2	DOWN	Pubmed	human, Homo sapiens	;19258656
FBP1	NR1H3	DOWN	Pubmed	human, Homo sapiens	;19258656
FBXL16	E2F1	UP	Pubmed	;homo sapiens	;20043084
FBXO32	FOXO4	UP	Pubmed	mouse, Mus musculus;	;18701653;
FBXO43	E2F1	UP	Pubmed	;homo sapiens	;18439978
FBXO43	E2F2	UP	Pubmed	;homo sapiens	;18439978
FBXO43	E2F3	UP	Pubmed	;homo sapiens	;18439978
FBXO5	E2F1	UP	Pubmed	;homo sapiens	;18439978
FBXO5	E2F2	UP	Pubmed	;homo sapiens	;18439978
FBXO5	E2F3	UP	Pubmed	;homo sapiens	;18439978
FBXO5	E2F4	UP	Pubmed	;homo sapiens	;18439978
FCER2	EGR1	DOWN	Pubmed	human, Homo sapiens;	;9300687
FCER2	NOTCH2	UP	Pubmed	human, Homo sapiens;	;11986231
FCER2	RBPJ	UP	Pubmed	human, Homo sapiens;	;11986231
FCGR1A	STAT1	UP	Pubmed	hUman, Homo sapiens;	;10820245
FCGR1A	STAT5A	UP	Pubmed	hUman, Homo sapiens;	;10820245
FCGR1A	STAT5B	UP	Pubmed	hUman, Homo sapiens;	;10820245
FDFT1	SREBF1	UP	Pubmed	;homo sapiens	;9575211
FDFT1	SREBF2	UP	Pubmed	;homo sapiens	;9575211
FDPS	CREBBP	UP	Pubmed	;homo sapiens	;9651391
FDPS	NFYA	UP	Pubmed	;homo sapiens	;7665553
FDPS	SREBF1	UP	Pubmed	;homo sapiens	;9651391
FDPS	SREBF2	UP	Pubmed	;rattus norvegicus	;12177166
FDPS	YY1	DOWN	Pubmed	;homo sapiens	;10318878
FDX1	SP1	UP	trrd;	hUman, Homo sapiens;	S3995;
FDXR	TP53	UP	pazar	mouse, Mus musculus;	pazar_ABS;pazar_pleiades;
FECH	HNF1A	UP	Pubmed	;mus musculus	;10617683
FEN1	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
FES	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
FES	SPI1	UP	pazar	human, Homo sapiens;	;
FGA	STAT3	UP	Pubmed	hUman, Homo sapiens;	;16524883;
FGF10	GLI2	DOWN	Pubmed	mouse, Mus musculus; rattus norvegicus	;15328011;12384550
FGF13	GLI2	UP	Pubmed	human, Homo sapiens	;14691458
FGF18	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;14559787
FGF18	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;14559787
FGF19	GLI2	UP	Pubmed	mouse, Mus musculus;	;18279667
FGF2	E2F3	UP	Pubmed	;mus musculus	;19564414
FGF20	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
FGF3	GATA4	UP	pazar	mouse, Mus musculus;	Pazar_oreganno
FGF3	SOX2	DOWN	Pubmed	;mus musculus	;15082719
FGF3	SOX7	UP	Pubmed	;mus musculus	;15082719
FGF4	POU5F1	UP	Pubmed	mouse, Mus musculus;mus musculus	;7590241
FGF4	SOX2	UP	Pubmed	;mus musculus	;7590241
FGF5	GLI1	UP	Pubmed	mus musculus;	;19095649
FGF6	RBPJ	UP	Pubmed	mus musculus;	;15979417
FGF9	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598;16452189
FGFR1	E2F1	UP	Pubmed	;homo sapiens	;19303924
FGFR2	E2F1	UP	Pubmed	;mus musculus	;12944911
FGFR2	E2F2	UP	Pubmed	;mus musculus	;12944911
FGFR2	E2F3	UP	Pubmed	;mus musculus	;12944911
FGG	SP1	UP	trrd;	rAt, Rattus norvegicus	S5555;
FGG	USF1	UP	Pubmed	;homo sapiens	;7499336
FGL1	HMGA1	UP	Pubmed	;homo sapiens	;19304666
FGL1	HNF1A	UP	Pubmed	;homo sapiens	;19304666
FJX1	RBPJ	UP	Pubmed	human, Homo sapiens; mus musculus	;16145673
FKBP1A	GLI1	DOWN	Pubmed	mus musculus;	;19095649
FKBP4	MYC	UP	Pubmed	human, Homo sapiens	;14519204
FKBP5	AR	UP	Pubmed	human, Homo sapiens;	19433513;11867260;16210365;
FLT1	E2F1	UP	Pubmed	;homo sapiens	;20516113
FLT1	ETS1	UP	Pubmed	human, Homo sapiens	;16861237
FMO1	GLI1	UP	Pubmed	mus musculus;	;19095649;17873912
FN1	EGR1	UP	Pubmed	human, Homo sapiens;	;10783396
FN1	MYC	DOWN	Pubmed	human, Homo sapiens	;14519204
FN1	NFKB1	DOWN	Pubmed	human, Homo sapiens	;10649441;
FN1	RELA	DOWN	Pubmed	human, Homo sapiens	;10649441;
FOLH1	ETS1	UP	trrd;	human, Homo sapiens	S8436;
FOS	AR	UP	Pubmed	human, Homo sapiens;	14614224;
FOS	ETS1	UP	trrd;	human, Homo sapiens	S1122;
FOS	SP1	UP	trrd;	hUman, Homo sapiens;	S1805;
FOS	STAT1	UP	Pubmed	hUman, Homo sapiens;	;12600988
FOS	STAT3	UP	Pubmed	human, Homo sapiens;	;16293640;12600988
FOSL1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;9990071
FOXA1	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
FOXA1	SP1	DOWN	trrd;	rAt, Rattus norvegicus	S2886;
FOXA2	CEBPA	UP	Pubmed	human, Homo sapiens;homo sapiens; mus musculus	15205324;
FOXA2	GLI1	UP	Pubmed	mouse, Mus musculus;	;12384550;9247260;10433919;9118802
FOXD1	ETS1	UP	trrd;	human, Homo sapiens	S6662;
FOXD1	GLI1	UP	Pubmed	mouse, Mus musculus;	;12444557
FOXE1	GLI2	UP	Pubmed	human, Homo sapiens	;14691458;15367491;15140221
FOXJ1	SOX2	UP	Pubmed	;mus musculus	;20011520
FOXM1	GLI1	UP	Pubmed	mouse, Mus musculus;	;12183437
FOXN1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12379851
FOXN1	LEF1	UP	Pubmed	mouse, Mus musculus;	;12379851
FOXO1	E2F1	UP	Pubmed	;homo sapiens	;17482685
FOXO1	E2F2	UP	Pubmed	;homo sapiens	;17482685
FOXO1	E2F3	UP	Pubmed	;homo sapiens	;17482685
FOXO1	FOXO1	UP	Pubmed	human, Homo sapiens	;19244250;
FOXO1	FOXO3	UP	Pubmed	human, Homo sapiens	;19244250;
FOXO4	FOXO3	UP	Pubmed	human, Homo sapiens	;19244250;
FRK	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;16132617
FSCN1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;17638895
FSHB	PITX1	UP	Pubmed	;homo sapiens; mus musculus	;18339718
FSHB	PITX2	UP	Pubmed	;homo sapiens; mus musculus	;18339718
FSHB	SMAD3	UP	Pubmed	;rattus norvegicus	;12554780
FSHB	SMAD4	UP	Pubmed	human, Homo sapiens;rattus norvegicus	;12554780
FSHR	NR5A1	UP	trrd;	rAt, Rattus norvegicus; mus musculus	S8344; S5490;
FST	CTNNB1	UP	Pubmed	hUman, Homo sapiens; Mus musculus	;15579438;18948405
FST	GLI2	UP	Pubmed	human, Homo sapiens	;14691458;15140221;18319260
FST	SMAD2	UP	Pubmed	;rattus norvegicus	;11181520
FST	SMAD3	UP	Pubmed	;rattus norvegicus	;11181520
FST	TCF7L2	UP	Pubmed	hUman, Homo sapiens; Mus musculus	;15579438;18948405
FTMT	NFKB1	UP	pazar	mouse, Mus musculus;	Pazar_oreganno;
FTMT	SP1	UP	trrd;	mouse, Mus musculus;	S3032;
FUBP1	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
FUBP1	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
FUT1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430
FUT8	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;17273793
FV1	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
FV1	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
FXYD3	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
FZD1	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;15473860
FZD2	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	; 15473860
FZD3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	; 15473860
FZD6	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
FZD7	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15473860;12095419
G6PC	FOXO1	UP	Pubmed	mouse, Mus musculus;	;15047713;12507516;10960473;11467835;1169658&;16492665;16804074;
G6PC	NR1H2	DOWN	Pubmed	human, Homo sapiens	;19258656
G6PC	NR1H3	DOWN	Pubmed	human, Homo sapiens	;19258656
G6PD	SREBF1	UP	Pubmed	;rattus norvegicus	;12177166
G6PD	SREBF2	UP	Pubmed	;rattus norvegicus	;12177166
GAB2	E2F1	UP	Pubmed	;homo sapiens	;15574337
GABARAP	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
GABARAPL1	E2F1	UP	Pubmed	;homo sapiens	;19657746
GABARAPL2	E2F1	UP	Pubmed	;homo sapiens	;19657746
GAD1	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
GAD1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15592430;12782598
GAD2	SP1	UP	trrd;	rAt, Rattus norvegicus	S6465;
GADD45A	FOXO1	UP	Pubmed	mouse, Mus musculus;	;15632117;
GADD45A	FOXO3	UP	Pubmed	human, Homo sapiens; rattus norvegicus; mus musculus	;11964479;12048180;
GADD45A	FOXO4	UP	Pubmed	mouse, Mus musculus;	;12048180;
GADD45A	MYC	DOWN	Pubmed	human, Homo sapiens	;14519204
GADD45A	TP53	UP	pazar	human, Homo sapiens;	pazar_ABS;pazar_pleiades;
GADD45B	RUNX2	UP	Pubmed	;homo sapiens	;16144844
GADD45B	SMAD1	UP	Pubmed	;homo sapiens	;16144844
GALNT1	CREB1	DOWN	Pubmed	mouse, Mus musculus;	;14973073
GAMT	RBPJ	UP	Pubmed	mus musculus;	;15979417
GAP43	CREB1	DOWN	Pubmed	mouse, Mus musculus;	;14973073
GAPDH	HIF1A	UP	Pubmed	human, Homo sapiens	;11955624;
GAST	CTNNB1	UP	Pubmed	;mus musculus	;15292219; 16139800;15292219
GAST	JUN	UP	Pubmed	;mus musculus	16139800;
GAST	SMAD3	UP	Pubmed	mouse, Mus musculus; homo sapiens	;15292219;16139800;15292219
GAST	SMAD4	UP	Pubmed	mouse, Mus musculus; homo sapiens	;15292219;16139800;15292219
GATA1	GATA1	UP	TRRD	mouse, Mus musculus;	S5549;
GATA1	GATA2	UP	pazar	mouse, Mus musculus;	Pazar_oreganno
GATA1	GATA3	UP	pazar	mouse, Mus musculus;	Pazar_oreganno
GATA1	HBP1	UP	Pubmed	human, Homo sapiens	;16179914;
GATA1	JUN	UP	trrd;	mouse, Mus musculus;	S5550;
GATA2	NOTCH1	UP	Pubmed	mouse, Mus musculus; homo sapiens	;15689374;11719365
GATA2	RBPJ	UP	Pubmed	mouse, Mus musculus; homo sapiens	;15689374;11719365
GATA3	NOTCH1	UP	Pubmed	mouse, Mus musculus;	;15356142;17658279
GATA3	RBPJ	UP	Pubmed	mouse, Mus musculus;	;15356142;17658279
GATM	GLI1	DOWN	Pubmed	human, Homo sapiens; rattus norvegicus	;18924150
GBP2	STAT1	UP	Pubmed	mouse, Mus musculus;	;17293456;
GCK	FOXM1	UP	Pubmed	;rattus norvegicus	;11460882
GCK	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
GCK	HNF1A	UP	Pubmed	;rattus norvegicus	;11460882
GCK	PDX1	UP	trrd	human, Homo sapiens;	S8591;
GCK	SREBF1	UP	Pubmed	;rattus norvegicus	;15123649
GCK	USF1	UP	Pubmed	;rattus norvegicus	;12177166
GCLC	ATF3	DOWN	Pubmed	;homo sapiens	15629866;
GCLC	NFE2L2	UP	Pubmed	;homo sapiens	;15629866
GCLC	SMAD3	DOWN	Pubmed	;homo sapiens	;15629866
GCLM	JUN	UP	trrd;	human, Homo sapiens;	S6348;
GCN1L1	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
GCSH	JUN	UP	trrd;	human, Homo sapiens;	S6354;
GFAP	KCNIP3	DOWN	pazar	rat, Rattus norvegicus	0
GFAP	NFIC	UP	pazar	rat, Rattus norvegicus	pazar_pleiades_20100814;
GFAP	STAT3	DOWN	pazar	mouse, Mus musculus;	pazar_pleiades_20100814;
GGTA1P	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
GH1	TFAP2A	UP	NfiRegulomeDB	human, Homo sapiens;	;
GJA1	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;11943708
GJA4	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;16132617
GJA5	CTNNB1	DOWN	Pubmed	hUman, Homo sapiens;	;16132617
GJB1	HNF1A	UP	Pubmed	;rattus norvegicus	;10760574
GJB1	SOX10	DOWN	pazar	hUman, Homo sapiens;	pazar_pleiades_20100814;
GJB1	YY1	UP	Pubmed	;rattus norvegicus	;12850269
GKAP1	STAT3	UP	Pubmed	mouse, Mus musculus;	;16293640
GLCE	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;15853773
GLCE	TCF7L2	UP	Pubmed	hUman, Homo sapiens;	;15853773
GLI1	GLI2	UP	Pubmed	human, Homo sapiens; mus musculus	;12165851;9636069;15175043
GLI1	GLI3	UP	Pubmed	mouse, Mus musculus; rattus norvegicus	;10075717;12435627
GLI2	CTNNB1	UP	Pubmed	;homo sapiens	;19797115
GLI2	SMAD3	UP	Pubmed	;homo sapiens	;19797115
GLI2	TCF7L2	UP	Pubmed	;homo sapiens	;19797115
GLI3	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;18057099
GLS2	CEBPA	UP	Pubmed	;homo sapiens	12444921;
GLS2	HNF1A	UP	Pubmed	;homo sapiens	;12444921
GLS2	SP1	UP	Pubmed	;homo sapiens	;12444921
GLUL	CTNNB1	UP	Pubmed	rAt, Rattus norvegicus	;17006929
GLUL	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
GLUL	STAT5A	UP	Pubmed	rAt, Rattus norvegicus	;17006929
GLUL	STAT5B	UP	Pubmed	rAt, Rattus norvegicus	;17006929
GLYAT	SREBF1	UP	trrd;	rAt, Rattus norvegicus	S2394;
GM2A	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
GML	TP53	UP	Pubmed	human, Homo sapiens;	;10717525
GMNN	E2F1	UP	Pubmed	;homo sapiens	;14990995
GMNN	E2F2	UP	Pubmed	;homo sapiens	;14990995
GMNN	E2F3	UP	Pubmed	;homo sapiens	;14990995
GMNN	E2F4	UP	Pubmed	;homo sapiens	;14990995
GNB2L1	FOXO1	UP	Pubmed	mouse, Mus musculus;	;20338229;
GNL3	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
GNRH1	GATA4	UP	TRRD	rat, Rattus norvegicus	S4353;
GNRH1	MEF2A	DOWN	trrd	rat, Rattus norvegicus;	S7043;
GNRH1	SP3	UP	trrd	mouse, Mus musculus;	S4344;
GNRHR	GATA2	UP	pazar	human, Homo sapiens	pazar_pleiades_20100814;
GNRHR	GATA3	UP	pazar	human, Homo sapiens	pazar_pleiades_20100814;
GNRHR	JUN	UP	trrd;	human, Homo sapiens;	S7275;
GNRHR	NR5A1	UP	trrd;	mouse, Mus musculus; rattus norvegicus	S3754; S5495;
GOSR1	GLI1	DOWN	Pubmed	human, Homo sapiens	;11719506
GP5	ETS1	UP	trrd;	human, Homo sapiens	S4752;
GP9	ETS1	UP	Pubmed	human, Homo sapiens	;11504709
GPAM	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
GPAM	NFYA	UP	Pubmed	;mus musculus	;9054427
GPAM	SREBF1	UP	Pubmed	;mus musculus	;9054427
GPAM	USF1	UP	Pubmed	;mus musculus	;17197698
GPD1	TP53	DOWN	Pubmed	;mus musculus	;12734185
GPD2	FOXO1	DOWN	Pubmed	mouse, Mus musculus;	;16492665;
GPNMB	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
GPR143	MITF	UP	Pubmed	human, Homo sapiens	;1999537;19067971
GPR64	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
GPX2	CTNNB1	UP	Pubmed	hUman, Homo sapiens;	;12782598
GRB10	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
GRB10	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
GRB14	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
GREM2	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;17222801
GRHL2	GLI1	DOWN	Pubmed	mus musculus;	;19095649
GRIA1	SP3	UP	trrd	mouse, Mus musculus;	S7433;
GRIN1	SP1	UP	trrd;	rAt, Rattus norvegicus	S9826;
GRK5	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
GRK5	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
GSTA1	HNF1A	DOWN	Pubmed	;homo sapiens	; 12386123
GSTA2	HNF1A	UP	Pubmed	;rattus norvegicus	;15155840
GSTM2	SP1	UP	trrd;	mouse, Mus musculus;	S9306;
GSTP1	SP1	UP	trrd;	hUman, Homo sapiens;	S6554;
GSTT2	AR	UP	Pubmed	human, Homo sapiens;	17553165;
GTF2H2	MYC	DOWN	Pubmed	human, Homo sapiens;	;12747840
GTF2I	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
GUCA2A	HNF1A	UP	Pubmed	;mus musculus	;9357824
GYPB	SP1	UP	trrd;	hUman, Homo sapiens;	S1583;
H19	E2F1	UP	Pubmed	;homo sapiens	;15985428
H19	E2F6	DOWN	Pubmed	;homo sapiens	;15985428
H19	GLI1	UP	Pubmed	human, Homo sapiens	;11719506
H2AFZ	MYC	UP	Pubmed	human, Homo sapiens; rattus norvegicus	;11085504;
H6PD	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
HAL	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16492665;
HAMP	STAT3	UP	Pubmed	;homo sapiens	;16946298
HAND1	FOXC2	UP	Pubmed	;mus musculus; rat norvigecus	;19170063
HAPLN1	RUNX1	UP	Pubmed	;rattus norvegicus	;20339004
HAPLN1	RUNX2	UP	Pubmed	;rattus norvegicus ?	;20339004
HAS2	MYC	UP	Pubmed	rat, Rattus norvegicus	;11085504
HBB-B2	RBPJ	UP	Pubmed	mus musculus;	;15979417
HBB-Y	RBPJ	UP	Pubmed	mus musculus;	;15979417
HBB	RBPJ	UP	Pubmed	mus musculus;	;15979417
HBP1	FOXO3	UP	Pubmed	human, Homo sapiens	;12351634;
HDC	GATA4	DOWN	pazar	human, Homo sapiens	pazar_pleiades_20100814;
HDC	GATA6	DOWN	pazar	human, Homo sapiens	pazar_pleiades_20100814;
HDLBP	ESR1	UP	Pubmed	;rattus norvegicus	;12021179
HDLBP	ESR2	UP	Pubmed	;rattus norvegicus	;12021179
HDLBP	SP1	UP	Pubmed	;rattus norvegicus	;11145566
HDLBP	SREBF1	UP	Pubmed	;rattus norvegicus	;11145566; 1202117
HDLBP	YY1	DOWN	Pubmed	;rattus norvegicus	;11145566
HEBP1	GATA1	UP	pazar	mouse, Mus musculus;	0
HELLS	E2F1	UP	Pubmed	;homo sapiens	;21453717
HERC5	MYC	UP	Pubmed	human, Homo sapiens	;11983916;
HERPUD1	CREB1	UP	Pubmed	mouse, Mus musculus;	;14973073
HERPUD1	CTNNB1	UP	Pubmed	mouse, Mus musculus;	;12153396
HES1	GLI1	UP	Pubmed	mus musculus;	;19095649;17873912
HES1	NOTCH1	UP	Pubmed	mouse, Mus musculus; homo sapiens	;10933396;12814948;7566092;10066785;10205173;9819428;11120788;10520600
HES1	NOTCH4	UP	Pubmed	mouse, Mus musculus; homo sapiens	;10933396;12814948;7566092;10066785;10205173;9819428;11120788;10520600
HES1	RBPJ	UP	Pubmed	mouse, Mus musculus; homo sapiens	;10933396;12814948;7566092;10066785;10205173;9819428;11120788;10520600
HES5	NOTCH1	UP	Pubmed	mouse, Mus musculus;	;10205173;10520600;10205173
HES5	RBPJ	UP	Pubmed	mouse, Mus musculus;	;10205173;10520600;10205173
HES7	RBPJ	UP	Pubmed	mouse, Mus musculus;	;11260262
HEY1	JUN	UP	Pubmed	human, Homo sapiens;	12384550;
HEY1	NOTCH1	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;12814948;14739937;11486045;10964718;11486044;11971902
HEY1	NOTCH3	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;12814948;14739937;11486045;10964718;11486044;11971902
HEY1	NOTCH4	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;12814948;14739937;11486045;10964718;11486044;11971902
HEY1	RBPJ	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;12814948;14739937;11486045;10964718;11486044;11971902
HEY1	SMAD1	UP	Pubmed	human, Homo sapiens; mus musculus	;14739937
HEY1	SMAD3	UP	Pubmed	human, Homo sapiens; mus musculus	;14739937
HEY1	SMAD5	UP	Pubmed	human, Homo sapiens; mus musculus	;14739937
HEY2	NOTCH1	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;12814948;11486045;11486044;11971902;11095750;11741889
HEY2	NOTCH3	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;12814948;11486045;11486044;11971902;11095750;11741889
HEY2	NOTCH4	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;12814948;11486045;11486044;11971902;11095750;11741889
HEY2	RBPJ	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;12814948;11486045;11486044;11971902;11095750;11741889
HIC1	E2F1	UP	Pubmed	;homo sapiens	;19491197; 19015639
HIC1	TP53	UP	Pubmed	;homo sapiens	;16301995
HIF1A	CTNNB1	DOWN	Pubmed	human, Homo sapiens;	;16959035
HIGD1A	AR	UP	Pubmed	human, Homo sapiens;	11867260;
HIPK2	GATA1	UP	pazar	mouse, Mus musculus;	0
HIST1H1B	HBP1	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;10958660;
HIST1H1B	RB1	UP	Pubmed	human, Homo sapiens; mus musculus; rattus norvegicus	;10958660;
HIST1H1C	GATA1	UP	pazar	mouse, Mus musculus;	0
HIST1H2AM	E2F1	UP	Pubmed	;homo sapiens	;8628255
HIST2H2BE	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
HLA-DRA	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
HLA-E	GLI2	DOWN	Pubmed	human, Homo sapiens	;14691458
HMGCR	CREBBP	UP	Pubmed	;homo sapiens	;9651391
HMGCR	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
HMGCR	FOXO3	UP	Pubmed	mouse, Mus musculus;	;16100571;
HMGCR	SREBF1	UP	Pubmed	;homo sapiens	;9651391
HMGCR	STAT5A	UP	Pubmed	mouse, Mus musculus;	;16293640
HMGCR	STAT5B	UP	Pubmed	mouse, Mus musculus;	;16293640
HMGCS1	CREBBP	UP	Pubmed	;homo sapiens	;9651391
HMGCS1	NFYA	UP	Pubmed	;homo sapiens	;7665553
HMGCS1	SREBF1	UP	Pubmed	;homo sapiens	;9651391
HMGCS1	SREBF2	UP	Pubmed	;rattus norvegicus	;12177166
HMGCS1	YY1	DOWN	Pubmed	;homo sapiens	;10318878
HMGN2	MYC	UP	Pubmed	human, Homo sapiens;	;11085504
HMOX1	NFKB1	UP	Pubmed	human, Homo sapiens	;8016102;
HMOX1	SREBF1	UP	Pubmed	hUman, Homo sapiens;	;17452746
HMX2	RBPJ	DOWN	Pubmed	mus musculus;	;15979417
HNF1A	HNF1A	UP	Pubmed	;rattus norvegicus	;8367288
HNF1A	HNF4A	UP	Pubmed	;rattus norvegicus	;8367288
HNF1A	RBPJ	DOWN	Pubmed	mouse, Mus musculus;	;15226394
HNF1B	RBPJ	UP	Pubmed	mouse, Mus musculus;	;15226394
HNF4A	CEBPA	UP	Pubmed	;mus musculus	11522818;
HNF4A	GATA6	UP	pazar	human, Homo sapiens	pazar_pleiades_20100814;
HNF4A	HNF1A	UP	Pubmed	;mus musculus	;11522818
HNF4A	HNF4A	UP	Pubmed	;mus musculus	;11522818
HNF4A	NR2F2	DOWN	trrd	hUman, Homo sapiens;	S6867;
HNF4A	RBPJ	DOWN	Pubmed	mouse, Mus musculus;	;15226394
HNF4A	SP1	UP	pazar; trrd	human, Homo sapiens;	pazar_pleiades_20100814; S6870; 
HNRNPA1	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
HNRNPA2B1	MYC	UP	Pubmed	human, Homo sapiens;	;12747840
HNRNPD	MYC	UP	Pubmed	human, Homo sapiens	;11983916
HNRNPH1	MYC	DOWN	Pubmed	rat, Rattus norvegicus	;11085504
HOXA4	SP1	UP	trrd;	mouse, Mus musculus;	S8580;
HOXA5	FOXO1	UP	Pubmed	mouse, Mus musculus;	;16100571;
